v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
  1037.000000                     0.000177          0.027474
  1038.000000                     0.000163          0.025293
  1039.000000                     0.000149          0.023104
  1040.000000                     0.000135          0.021009
  1041.000000                     0.000123          0.019073
  1042.000000                     0.000112          0.017326
  1043.000000                     0.000102          0.015775
  1044.000000                     0.000093          0.014414
  1045.000000                     0.000085          0.013225
  1046.000000                     0.000079          0.012190
  1047.000000                     0.000073          0.011291
  1048.000000                     0.000068          0.010508
  1049.000000                     0.000063          0.009826
  1050.000000                     0.000060          0.009232
  1051.000000                     0.000056          0.008712
  1052.000000                     0.000053          0.008257
  1053.000000                     0.000051          0.007858
  1054.000000                     0.000048          0.007508
  1055.000000                     0.000046          0.007200
  1056.000000                     0.000045          0.006929
  1057.000000                     0.000043          0.006691
  1058.000000                     0.000042          0.006482
  1059.000000                     0.000041          0.006299
  1060.000000                     0.000040          0.006140
  1061.000000                     0.000039          0.006002
  1062.000000                     0.000038          0.005883
  1063.000000                     0.000037          0.005781
  1064.000000                     0.000037          0.005697
  1065.000000                     0.000036          0.005628
  1066.000000                     0.000036          0.005573
  1067.000000                     0.000036          0.005533
  1068.000000                     0.000035          0.005506
  1069.000000                     0.000035          0.005492
  1070.000000                     0.000035          0.005492
  1071.000000                     0.000035          0.005504
  1072.000000                     0.000036          0.005531
  1073.000000                     0.000036          0.005571
  1074.000000                     0.000036          0.005625
  1075.000000                     0.000037          0.005695
  1076.000000                     0.000037          0.005781
  1077.000000                     0.000038          0.005885
  1078.000000                     0.000039          0.006007
  1079.000000                     0.000040          0.006151
  1080.000000                     0.000041          0.006317
  1081.000000                     0.000042          0.006509
  1082.000000                     0.000043          0.006731
  1083.000000                     0.000045          0.006985
  1084.000000                     0.000047          0.007276
  1085.000000                     0.000049          0.007611
  1086.000000                     0.000052          0.007996
  1087.000000                     0.000054          0.008438
  1088.000000                     0.000058          0.008947
  1089.000000                     0.000061          0.009534
  1090.000000                     0.000066          0.010212
  1091.000000                     0.000071          0.010995
  1092.000000                     0.000077          0.011901
  1093.000000                     0.000083          0.012947
  1094.000000                     0.000091          0.014151
  1095.000000                     0.000100          0.015528
  1096.000000                     0.000110          0.017084
  1097.000000                     0.000121          0.018811
  1098.000000                     0.000133          0.020674
  1099.000000                     0.000146          0.022601
  1100.000000                     0.000158          0.024470
  1101.000000                     0.000168          0.026112
  1102.000000                     0.000176          0.027330
  1103.000000                     0.000180          0.027952
  1104.000000                     0.000180          0.027881
  1105.000000                     0.000175          0.027135
  1106.000000                     0.000167          0.025838
  1107.000000                     0.000156          0.024177
  1108.000000                     0.000144          0.022343
  1109.000000                     0.000132          0.020494
  1110.000000                     0.000121          0.018735
  1111.000000                     0.000110          0.017129
  1112.000000                     0.000101          0.015700
  1113.000000                     0.000093          0.014452
  1114.000000                     0.000086          0.013375
  1115.000000                     0.000080          0.012455
  1116.000000                     0.000075          0.011672
  1117.000000                     0.000071          0.011011
  1118.000000                     0.000067          0.010455
  1119.000000                     0.000064          0.009991
  1120.000000                     0.000062          0.009608
  1121.000000                     0.000060          0.009294
  1122.000000                     0.000058          0.009044
  1123.000000                     0.000057          0.008849
  1124.000000                     0.000056          0.008705
  1125.000000                     0.000055          0.008607
  1126.000000                     0.000055          0.008554
  1127.000000                     0.000055          0.008543
  1128.000000                     0.000055          0.008573
  1129.000000                     0.000056          0.008644
  1130.000000                     0.000056          0.008756
  1131.000000                     0.000057          0.008912
  1132.000000                     0.000059          0.009114
  1133.000000                     0.000060          0.009364
  1134.000000                     0.000062          0.009668
  1135.000000                     0.000065          0.010031
  1136.000000                     0.000067          0.010458
  1137.000000                     0.000071          0.010956
  1138.000000                     0.000074          0.011531
  1139.000000                     0.000079          0.012187
  1140.000000                     0.000083          0.012926
  1141.000000                     0.000089          0.013743
  1142.000000                     0.000094          0.014622
  1143.000000                     0.000100          0.015535
  1144.000000                     0.000106          0.016440
  1145.000000                     0.000111          0.017288
  1146.000000                     0.000116          0.018034
  1147.000000                     0.000120          0.018653
  1148.000000                     0.000123          0.019154
  1149.000000                     0.000126          0.019581
  1150.000000                     0.000129          0.020002
  1151.000000                     0.000132          0.020490
  1152.000000                     0.000136          0.021117
  1153.000000                     0.000141          0.021939
  1154.000000                     0.000148          0.023008
  1155.000000                     0.000157          0.024367
  1156.000000                     0.000168          0.026055
  1157.000000                     0.000181          0.028112
  1158.000000                     0.000197          0.030576
  1159.000000                     0.000216          0.033477
  1160.000000                     0.000237          0.036832
  1161.000000                     0.000262          0.040621
  1162.000000                     0.000289          0.044772
  1163.000000                     0.000317          0.049126
  1164.000000                     0.000344          0.053410
  1165.000000                     0.000369          0.057238
  1166.000000                     0.000388          0.060153
  1167.000000                     0.000398          0.061725
  1168.000000                     0.000398          0.061688
  1169.000000                     0.000387          0.060037
  1170.000000                     0.000368          0.057031
  1171.000000                     0.000342          0.053093
  1172.000000                     0.000314          0.048680
