v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
  1192.000000                     0.000033          0.022128
  1193.000000                     0.000034          0.022752
  1194.000000                     0.000034          0.022921
  1195.000000                     0.000034          0.022573
  1196.000000                     0.000033          0.021736
  1197.000000                     0.000031          0.020515
  1198.000000                     0.000029          0.019054
  1199.000000                     0.000026          0.017495
  1200.000000                     0.000024          0.015948
  1201.000000                     0.000022          0.014488
  1202.000000                     0.000020          0.013153
  1203.000000                     0.000018          0.011959
  1204.000000                     0.000016          0.010904
  1205.000000                     0.000015          0.009980
  1206.000000                     0.000014          0.009173
  1207.000000                     0.000013          0.008469
  1208.000000                     0.000012          0.007854
  1209.000000                     0.000011          0.007317
  1210.000000                     0.000010          0.006845
  1211.000000                     0.000010          0.006430
  1212.000000                     0.000009          0.006064
  1213.000000                     0.000009          0.005739
  1214.000000                     0.000008          0.005450
  1215.000000                     0.000008          0.005192
  1216.000000                     0.000007          0.004961
  1217.000000                     0.000007          0.004753
  1218.000000                     0.000007          0.004565
  1219.000000                     0.000007          0.004395
  1220.000000                     0.000006          0.004241
  1221.000000                     0.000006          0.004101
  1222.000000                     0.000006          0.003973
  1223.000000                     0.000006          0.003856
  1224.000000                     0.000006          0.003749
  1225.000000                     0.000005          0.003650
  1226.000000                     0.000005          0.003559
  1227.000000                     0.000005          0.003476
  1228.000000                     0.000005          0.003398
  1229.000000                     0.000005          0.003327
  1230.000000                     0.000005          0.003261
  1231.000000                     0.000005          0.003199
  1232.000000                     0.000005          0.003142
  1233.000000                     0.000005          0.003089
  1234.000000                     0.000005          0.003040
  1235.000000                     0.000004          0.002994
  1236.000000                     0.000004          0.002951
