v [cm$^{-1}$]    I(v) [$e^{2}$ amu$^{-1}$]    I_Norm(v) [AU]
  1121.000000                     0.000460          0.080060
  1122.000000                     0.000488          0.084852
  1123.000000                     0.000518          0.090130
  1124.000000                     0.000552          0.095957
  1125.000000                     0.000589          0.102409
  1126.000000                     0.000630          0.109571
  1127.000000                     0.000676          0.117546
  1128.000000                     0.000727          0.126453
  1129.000000                     0.000784          0.136433
  1130.000000                     0.000849          0.147652
  1131.000000                     0.000922          0.160302
  1132.000000                     0.001004          0.174614
  1133.000000                     0.001097          0.190851
  1134.000000                     0.001203          0.209318
  1135.000000                     0.001324          0.230363
  1136.000000                     0.001462          0.254362
  1137.000000                     0.001620          0.281711
  1138.000000                     0.001798          0.312789
  1139.000000                     0.002000          0.347900
  1140.000000                     0.002226          0.387195
  1141.000000                     0.002475          0.430575
  1142.000000                     0.002746          0.477622
  1143.000000                     0.003033          0.527609
  1144.000000                     0.003332          0.579669
  1145.000000                     0.003640          0.633093
  1146.000000                     0.003953          0.687585
  1147.000000                     0.004273          0.743224
  1148.000000                     0.004599          0.799946
  1149.000000                     0.004925          0.856693
  1150.000000                     0.005235          0.910593
  1151.000000                     0.005500          0.956675
  1152.000000                     0.005683          0.988531
  1153.000000                     0.005749          1.000000
  1154.000000                     0.005676          0.987352
  1155.000000                     0.005466          0.950836
  1156.000000                     0.005143          0.894642
  1157.000000                     0.004745          0.825359
  1158.000000                     0.004311          0.749936
  1159.000000                     0.003876          0.674151
  1160.000000                     0.003461          0.601994
  1161.000000                     0.003080          0.535741
  1162.000000                     0.002738          0.476356
  1163.000000                     0.002437          0.423945
  1164.000000                     0.002174          0.378119
  1165.000000                     0.001945          0.338255
  1166.000000                     0.001746          0.303652
  1167.000000                     0.001573          0.273617
  1168.000000                     0.001423          0.247514
  1169.000000                     0.001292          0.224779
  1170.000000                     0.001178          0.204922
  1171.000000                     0.001078          0.187524
  1172.000000                     0.000990          0.172232
  1173.000000                     0.000913          0.158744
  1174.000000                     0.000844          0.146808
  1175.000000                     0.000783          0.136212
  1176.000000                     0.000729          0.126774
  1177.000000                     0.000680          0.118343
  1178.000000                     0.000637          0.110791
  1179.000000                     0.000598          0.104006
  1180.000000                     0.000563          0.097897
  1181.000000                     0.000531          0.092383
  1182.000000                     0.000502          0.087395
  1183.000000                     0.000476          0.082874
  1184.000000                     0.000453          0.078770
  1185.000000                     0.000431          0.075039
  1186.000000                     0.000412          0.071643
  1187.000000                     0.000394          0.068547
  1188.000000                     0.000378          0.065725
  1189.000000                     0.000363          0.063149
  1190.000000                     0.000350          0.060798
  1191.000000                     0.000337          0.058653
  1192.000000                     0.000326          0.056697
  1193.000000                     0.000316          0.054914
  1194.000000                     0.000306          0.053293
  1195.000000                     0.000298          0.051821
  1196.000000                     0.000290          0.050488
  1197.000000                     0.000283          0.049286
  1198.000000                     0.000277          0.048207
  1199.000000                     0.000272          0.047245
  1200.000000                     0.000267          0.046394
  1201.000000                     0.000262          0.045650
  1202.000000                     0.000259          0.045008
  1203.000000                     0.000256          0.044466
  1204.000000                     0.000253          0.044022
  1205.000000                     0.000251          0.043673
  1206.000000                     0.000250          0.043419
  1207.000000                     0.000249          0.043260
  1208.000000                     0.000248          0.043195
  1209.000000                     0.000249          0.043228
  1210.000000                     0.000249          0.043359
  1211.000000                     0.000251          0.043591
  1212.000000                     0.000253          0.043929
  1213.000000                     0.000255          0.044376
  1214.000000                     0.000258          0.044938
  1215.000000                     0.000262          0.045623
  1216.000000                     0.000267          0.046438
  1217.000000                     0.000272          0.047393
  1218.000000                     0.000279          0.048499
  1219.000000                     0.000286          0.049768
  1220.000000                     0.000294          0.051217
  1221.000000                     0.000304          0.052863
  1222.000000                     0.000315          0.054726
  1223.000000                     0.000327          0.056831
  1224.000000                     0.000340          0.059205
  1225.000000                     0.000356          0.061882
  1226.000000                     0.000373          0.064899
  1227.000000                     0.000393          0.068302
  1228.000000                     0.000415          0.072145
  1229.000000                     0.000440          0.076488
  1230.000000                     0.000468          0.081407
  1231.000000                     0.000500          0.086988
  1232.000000                     0.000537          0.093337
  1233.000000                     0.000578          0.100575
  1234.000000                     0.000626          0.108851
  1235.000000                     0.000680          0.118338
  1236.000000                     0.000743          0.129241
